YTID	label
FlF5Kv1LI5A_25000	Siren
E4SoiBcESJs_80000	Snoring
Cgu0_9r4M2Q_30000	Vehicle
NcbBjZ6tfb0_10000	Gunshot, gunfire
jna6r3skNeg_180000	Water
6XhAg6QjWZc_30000	Female singing
-aMuD2CRqc4_30000	Female singing
b7ryyJc5Zh4_30000	Whistling
L4QCYbf6Ers_30000	Bird
-4-CNxDK1DQ_30000	Singing
AMeje0q1QXE_0	Silence
GJqr35GGvGI_0	Silence
MDZLrF-Thj8_70000	Music
KYlv-cGZy_4_70000	Printer
7vtKwz_SacE_30000	Vacuum cleaner
-xuq3kOwGGw_30000	Vehicle
-bodMgM76Ck_170000	Outside, rural or natural
mJFhC0zrzbs_70000	Laughter
QpQLRT3MaK8_10000	Music
0eQlwIxMRMI_580000	Inside, small room
0pZpMeDxOmM_10000	Engine
34vzrZ2SlQo_110000	Whistling
BEdVlosQtu4_0	Child speech, kid speaking
B8DhAkWxc7g_60000	Vehicle
73nRkB05bo4_0	Tools
I6qF6SCODIE_0	Crowd
5I6fi9BeNWo_390000	Printer
SKHWggncyjo_0	Snoring
8lCJFWAgwjc_11000	Engine
-2IvBdTvyJE_30000	Speech
2-Qsx1m5DIg_580000	Music
9gM0TB8-Rjc_140000	Animal
92OmFGgGFoU_0	Outside, rural or natural
Mp4hU7DqFfE_230000	Outside, rural or natural
O-5OWExyT68_30000	Heavy engine (low frequency)
Py4LVuf1TNU_10000	Outside, rural or natural
-3nB5NDTGug_30000	Music
1WNesxJ_otw_0	Whack, thwack
n7RDQZLvRNU_50000	Animal
V0aHNJNfojs_0	Vacuum cleaner
-0s2sUtAMEo_30000	Crowd
Y8jBxEKdx3g_0	Siren
e_FXp8omD1g_20000	Whack, thwack
15Y2DJQw3Xc_30000	Engine
6G0a42qTOyw_30000	Engine
4F-UfEqJmsI_70000	Water
4k74Cvw2rLU_160000	Bird
LiIGOOacLLo_70000	Outside, rural or natural
-TV4WW8ElzY_30000	Female singing
NWAyyhDHs9M_30000	Mantra
0dHUoSdM8fo_16000	Crowd
31OQ80YHLVo_30000	Printer
6zmN62w-YhQ_15000	Outside, rural or natural
HBfZdHUoxfw_80000	Vacuum cleaner
OUjQYtAqHNE_30000	Vehicle
AstsvNJfUP8_40000	Vehicle
4d_4Qe5u_MQ_110000	Gunshot, gunfire
P4ClJRfsZ3Y_30000	Speech
0CVgLmF4WjQ_170000	Vehicle
Gp4Vru9_ZAE_20000	Snoring
HEOMsE8URZk_230000	Crowd
0Fdic9NOoYs_30000	Crowd
7UsucognTYA_10000	Child speech, kid speaking
jSpxOsOUqSc_120000	Snoring
1JyoTMKsuz8_40000	Vehicle
M2oV_8cTLNc_30000	Siren
IuB_X6siahc_30000	Gunshot, gunfire
aVVKt07XvQY_0	Laughter
7lO37aXX970_30000	Siren
P7kFnr7dnEE_30000	Siren
-9ynJQoma0g_30000	Animal
KbHyfhGxFqo_30000	Vehicle
0TvuLbDrd6g_50000	Bird
6tx9ePZCbzw_30000	Siren
Dm2nKZpSrms_260000	Music
aRML8NQA4A0_2000	Crowd
6feShdYp3FU_30000	Heavy engine (low frequency)
CAC1iWK4UUM_30000	Speech
-03E68nfWbM_30000	Music
wM-sBzIDzok_30000	Bird
1f4mp65fpyE_430000	Gunshot, gunfire
qwSLTzOwKBQ_10000	Vehicle
6-krHdSR6tY_23000	Silence
4H80Cc9JipE_20000	Bird
AqfTR7g6rcQ_0	Snoring
UHC_8yeio94_30000	Snoring
aF8YJoXhFBQ_0	Sound effect
XqrldmYqwXM_0	Child speech, kid speaking
29psgMfA6hQ_30000	Female singing
2g-kFSvR8og_30000	Inside, small room
2iozIhNDrzQ_260000	Music
eXc2pmXftRg_30000	Heavy engine (low frequency)
9t8J6EbuQKk_390000	Tools
5S8mGGoJzuU_0	Crowd
0RyfJ_jNKVM_22000	Engine
JIVa1OL-WAo_30000	Animal
IvlR0GyZsuk_1000	Siren
TczOi1Vizuc_30000	Whack, thwack
-0RKoETG-WU_30000	Speech
157zxTndBmQ_30000	Outside, urban or manmade
7CtX6uqhU7I_30000	Snoring
Ln-ilm7TO9g_250000	Singing
I-_8HEhY7bA_30000	Speech
GXY3X6-4TA0_30000	Speech
-13uB-qjOG8_180000	Speech
1NZj1H4jPfQ_30000	Mantra
MiNWJoxZgoY_70000	Whistling
ANgVEtaSYl8_30000	Vacuum cleaner
X0aamY-bBxo_10000	Child speech, kid speaking
91dk9t_fpss_460000	Crowd
-0-iKX4CtWo_30000	Speech
-XtDdmBNfrQ_90000	Female singing
1n7TOdnybjY_30000	Child speech, kid speaking
2_kLD3IbF2c_10000	Music
HAqVsZc_SLA_80000	Laughter
6VAj0zC2jeA_110000	Laughter
1IeLZ3GgyHg_30000	Vehicle
8SwFD08RNt0_30000	Silence
sJmYNqsAXuE_30000	Fireworks
DvmXcb9OYQs_20000	Speech
SU9S3Hd_q90_0	Inside, small room
7K1t2eA7ghw_10000	Printer
69kUwHG4Of0_210000	Vehicle
0jVdbgTV0LI_30000	Mantra
-xAAlHm3CXo_310000	Outside, rural or natural
6x78EL3UdsY_10000	Siren
-thZTRNgdfE_30000	Female singing
6hfwS5p8cUA_80000	Music
DUNOn71oGCw_40000	Music
5JgxJjF7CAY_12000	Sound effect
YAt89aEFzL0_180000	Gunshot, gunfire
0pClhEEtztc_30000	Singing
ChRnrlnfjSc_23000	Printer
dZUBkheUIX0_20000	Snoring
7nUCu-GmUAM_30000	Vacuum cleaner
1yhSkg6qGpY_590000	Fireworks
JHk4rTYcDvo_0	Gunshot, gunfire
DmrJl-qi1nI_14000	Printer
Dzl6KONKKAM_30000	Sound effect
Pgj22QMkh2g_400000	Mantra
LjfjVnDQgEM_10000	Fireworks
6Ix6axuXbnA_470000	Vacuum cleaner
PAAG9iqWE_M_30000	Whistling
CEzyxkUbG9A_30000	Speech
B3TaW_6njjk_30000	Silence
OtesL40xRas_10000	Whistling
3bzLHM_rsu4_30000	Silence
-BsQtCkJxSc_6000	Snoring
Jk4ElrVdgIY_30000	Mantra
15UZPEmtkGg_30000	Heavy engine (low frequency)
Lto9BOj4Xc4_220000	Music
9XeY3p3VFiE_30000	Silence
8PpubsZLFnE_90000	Singing
Cw1VX4HqeaA_30000	Speech
0nCj9XmrqGQ_2000	Mantra
KFswARjMb8Q_30000	Whack, thwack
LCv4KCUX0Ps_30000	Music
3Um73DOVPAk_0	Animal
eHPl7NASKQ8_150000	Child speech, kid speaking
DPEJk9nYhGE_230000	Sound effect
WkWf64Re4os_120000	Snoring
cuq6xgacAiw_30000	Music
8ZrLTDe0xBw_20000	Bird
AfAUIFM45nw_490000	Gunshot, gunfire
CYohkwEWNgo_80000	Bird
Al_OdIuqoe0_30000	Music
PSt_gdjwmvY_140000	Bird
9QEm6u4bowQ_30000	Sound effect
Ov9JBhAC7go_140000	Tools
aQD7sos_QXs_10000	Laughter
q2E2gCMIVO0_30000	Car passing by
Ggv1_k2cxDc_30000	Fireworks
19XjJonmDbo_10000	Fireworks
5LfIPJbJBco_30000	Vacuum cleaner
9Iap28QWId0_30000	Water
HAHF9KtVqGY_0	Fireworks
4uQseAg5rYI_16000	Mantra
ERGPp-5yJ9w_60000	Vacuum cleaner
FHgI8jVv5Dw_30000	Whack, thwack
9SIgR5flGAQ_17000	Siren
4ToH25dI3_I_20000	Engine
0lyxphiB35I_30000	Vehicle
570UUAF68bY_40000	Inside, small room
L0laPcGY6Ws_300000	Whistling
DlaEUR5O_iY_10000	Engine
11iTkkMaUVo_320000	Water
TkH50BEoMvo_110000	Tools
AiL8bvc8M8M_30000	Water
umd3DEzjAlI_160000	Child speech, kid speaking
TbpleX1gG00_390000	Vacuum cleaner
-03DMA6YTlg_30000	Music
-0QJ4i61cZ0_30000	Speech
CbzpIrNM7Bw_0	Female singing
pHX65qLSEpA_0	Speech
DEe2gAzLA0I_29000	Fireworks
XkFCa3kW0tw_60000	Car passing by
Qo4hk504WMc_47000	Fireworks
SH-LfK58bTs_430000	Inside, small room
RQ9Sch7Cjfs_240000	Gunshot, gunfire
VpU4twmXFiI_10000	Inside, small room
CxpDkTW9wRk_140000	Bird
5eYIBfJtlgA_30000	Female singing
GysNC9mORww_30000	Engine
BQDwWG6icPw_100000	Animal
53fXzI_9_5Y_370000	Gunshot, gunfire
IJn4Uc9vf28_30000	Crowd
827oM6vfjFQ_20000	Snoring
--trGfANYmI_30000	Music
Dp4AJA2a5Kw_10000	Vacuum cleaner
EoyC5xNFmf4_90000	Car passing by
6ERVQ4OaEHg_30000	Outside, rural or natural
29J6l1rsRcY_10000	Animal
BmstXwIk-5Q_30000	Music
0vNKCzhv3MI_30000	Music
3CmENR_yAJw_10000	Mantra
UN2wl7NMRro_1000	Engine
D-1RsAdzIcc_30000	Laughter
0Nt6vFG1FdQ_30000	Heavy engine (low frequency)
54QjIJBfdKk_20000	Animal
6dMvyccrAEQ_30000	Printer
TlaK2XH4wfk_30000	Printer
-0wzyWqOBzU_30000	Speech
DNMKp8CvA5A_0	Music
-BDSrWLpZrE_50000	Vehicle
3QpRWuqugxE_0	Snoring
6Gpqb5fiiD0_30000	Engine
-Oy_wYXdNLM_20000	Laughter
5nolHW_Ggp8_60000	Vehicle
h_NHdX_OFEk_250000	Whistling
H2-WOEPpGF8_0	Bird
JoE9F2eO_jE_80000	Speech
-RizwnjnALc_40000	Snoring
KxzuJRh9GaQ_30000	Speech
UlGhCQ6toU8_40000	Whistling
Wj87qPZQKKw_30000	Vehicle
37xr3DyPbwc_10000	Snoring
m66t_j137lw_0	Speech
9roCUZR-xzM_30000	Sound effect
3R1FIrnVo14_30000	Vacuum cleaner
